Execution time (seconds)
n,1,4,9,16,25,36
60,0.000277,0.001497,0.013487,0.006337,0.019250,0.013790
480,0.073803,0.042240,0.035170,0.031557,0.041597,0.028543
1500,2.181467,1.157820,0.536613,0.329557,0.241123,0.203560
3000,20.095810,8.878617,4.131997,2.365743,1.584520,1.186180
4020,49.124397,21.228677,9.786280,5.593067,3.685037,2.662877
6000,164.209260,72.093817,33.142213,18.887640,12.459703,8.649663
